Year,Road Segment ID,Road Name,Length(km),Vehicle Type,Vehicle Classification,Traffic Density,Total AADT
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,3103,133427
2018,R:1,ROXAS BLVD.,11.47,Private,Car,11288,129475
2018,R:2,TAFT AVE.,16.5,Private,Car,2290,37789
2018,R:3,SSH,24.27,Private,Car,2312,56104
2018,R:4,SHAW BLVD.,7.68,Private,Car,6788,52128
2018,R:5,ORTIGAS AVE.,5.54,Private,Car,14283,79128
2018,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,27187,59811
2018,R:6,AURORA BLVD.,11.42,Private,Car,3317,37881
2018,R:7,QUEZON AVE.,7.73,Private,Car,15534,120080
2018,R:7,COMMONWEALTH AVE.,12.4,Private,Car,10607,131521
2018,R:8,A. BONIFACIO,15.98,Private,Car,2011,32136
2018,R:9,RIZAL AVE.,15.95,Private,Car,2345,37404
2018,R:10,DEL PAN,7.32,Private,Car,4492,32883
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,26677,98705
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,4151,34663
2018,C:1,RECTO,3.24,Public,PUJ,3237,10487
2018,C:2,MENDOZA,6.61,Public,PUJ,14,94
2018,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,361,1301
2018,C:3,ARANETA AVE.,10.76,Public,PUJ,126,1351
2018,C:4,EDSA,23.08,Public,PUJ,84,1940
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,32,1378
2018,R:1,ROXAS BLVD.,11.47,Public,PUJ,8,86
2018,R:2,TAFT AVE.,16.5,Public,PUJ,726,11974
2018,R:3,SSH,24.27,Public,PUJ,2,39
2018,R:4,SHAW BLVD.,7.68,Public,PUJ,755,5801
2018,R:5,ORTIGAS AVE.,5.54,Public,PUJ,1927,10674
2018,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,2768,6089
2018,R:6,AURORA BLVD.,11.42,Public,PUJ,1311,14975
2018,R:7,QUEZON AVE.,7.73,Public,PUJ,806,6230
2018,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1004,12447
2018,R:8,A. BONIFACIO,15.98,Public,PUJ,186,2980
2018,R:9,RIZAL AVE.,15.95,Public,PUJ,717,11440
2018,R:10,DEL PAN,7.32,Public,PUJ,237,1738
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,3555,13152
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1006,8398
2018,C:1,RECTO,3.24,Public,UV,698,2262
2018,C:2,MENDOZA,6.61,Public,UV,88,579
2018,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,98,353
2018,C:3,ARANETA AVE.,10.76,Public,UV,2,19
2018,C:4,EDSA,23.08,Public,UV,299,6903
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,160,6886
2018,R:1,ROXAS BLVD.,11.47,Public,UV,555,6366
2018,R:2,TAFT AVE.,16.5,Public,UV,651,10737
2018,R:3,SSH,24.27,Public,UV,16,384
2018,R:4,SHAW BLVD.,7.68,Public,UV,456,3499
2018,R:5,ORTIGAS AVE.,5.54,Public,UV,1542,8542
2018,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,72,159
2018,R:6,AURORA BLVD.,11.42,Public,UV,732,8361
2018,R:7,QUEZON AVE.,7.73,Public,UV,1515,11712
2018,R:7,COMMONWEALTH AVE.,12.4,Public,UV,1012,12547
2018,R:8,A. BONIFACIO,15.98,Public,UV,10,161
2018,R:9,RIZAL AVE.,15.95,Public,UV,3,42
2018,R:10,DEL PAN,7.32,Public,UV,21,153
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,1083,4006
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,3,21
2018,C:1,RECTO,3.24,Public,Taxi,938,3040
2018,C:2,MENDOZA,6.61,Public,Taxi,542,3582
2018,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,1420,5111
2018,C:3,ARANETA AVE.,10.76,Public,Taxi,335,3604
2018,C:4,EDSA,23.08,Public,Taxi,904,20871
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,152,6552
2018,R:1,ROXAS BLVD.,11.47,Public,Taxi,1429,16387
2018,R:2,TAFT AVE.,16.5,Public,Taxi,342,5644
2018,R:3,SSH,24.27,Public,Taxi,181,4382
2018,R:4,SHAW BLVD.,7.68,Public,Taxi,480,3684
2018,R:5,ORTIGAS AVE.,5.54,Public,Taxi,712,3946
2018,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2171,4776
2018,R:6,AURORA BLVD.,11.42,Public,Taxi,530,6047
2018,R:7,QUEZON AVE.,7.73,Public,Taxi,2098,16214
2018,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1280,15878
2018,R:8,A. BONIFACIO,15.98,Public,Taxi,55,881
2018,R:9,RIZAL AVE.,15.95,Public,Taxi,192,3062
2018,R:10,DEL PAN,7.32,Public,Taxi,388,2839
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,1837,6797
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,502,4189
2018,C:1,RECTO,3.24,Public,PUB,460,1489
2018,C:2,MENDOZA,6.61,Public,PUB,29,190
2018,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,31,113
2018,C:3,ARANETA AVE.,10.76,Public,PUB,1,10
2018,C:4,EDSA,23.08,Public,PUB,579,13356
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,21,908
2018,R:1,ROXAS BLVD.,11.47,Public,PUB,155,1782
2018,R:2,TAFT AVE.,16.5,Public,PUB,250,4129
2018,R:3,SSH,24.27,Public,PUB,31,748
2018,R:4,SHAW BLVD.,7.68,Public,PUB,9,69
2018,R:5,ORTIGAS AVE.,5.54,Public,PUB,201,1115
2018,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,344,756
2018,R:6,AURORA BLVD.,11.42,Public,PUB,6,70
2018,R:7,QUEZON AVE.,7.73,Public,PUB,181,1397
2018,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,452,5608
2018,R:8,A. BONIFACIO,15.98,Public,PUB,88,1408
2018,R:9,RIZAL AVE.,15.95,Public,PUB,23,370
2018,R:10,DEL PAN,7.32,Public,PUB,11,84
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,20,73
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,244,2034
2018,C:1,RECTO,3.24,Commercial,Truck,172,558
2018,C:2,MENDOZA,6.61,Commercial,Truck,759,5016
2018,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,1736,6248
2018,C:3,ARANETA AVE.,10.76,Commercial,Truck,428,4610
2018,C:4,EDSA,23.08,Commercial,Truck,131,3027
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,294,12624
2018,R:1,ROXAS BLVD.,11.47,Commercial,Truck,86,992
2018,R:2,TAFT AVE.,16.5,Commercial,Truck,42,692
2018,R:3,SSH,24.27,Commercial,Truck,280,6807
2018,R:4,SHAW BLVD.,7.68,Commercial,Truck,163,1250
2018,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,995,5515
2018,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1282,2821
2018,R:6,AURORA BLVD.,11.42,Commercial,Truck,178,2027
2018,R:7,QUEZON AVE.,7.73,Commercial,Truck,533,4123
2018,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,476,5905
2018,R:8,A. BONIFACIO,15.98,Commercial,Truck,542,8662
2018,R:9,RIZAL AVE.,15.95,Commercial,Truck,164,2618
2018,R:10,DEL PAN,7.32,Commercial,Truck,740,5416
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1446,5351
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,352,2936
2018,C:1,RECTO,3.24,Commercial,Trailer,2,7
2018,C:2,MENDOZA,6.61,Commercial,Trailer,113,746
2018,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,290,1043
2018,C:3,ARANETA AVE.,10.76,Commercial,Trailer,41,445
2018,C:4,EDSA,23.08,Commercial,Trailer,0,6
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,18,790
2018,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,244,2795
2018,R:2,TAFT AVE.,16.5,Commercial,Trailer,0,4
2018,R:3,SSH,24.27,Commercial,Trailer,118,2872
2018,R:4,SHAW BLVD.,7.68,Commercial,Trailer,20,155
2018,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,115,638
2018,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,187,412
2018,R:6,AURORA BLVD.,11.42,Commercial,Trailer,3,38
2018,R:7,QUEZON AVE.,7.73,Commercial,Trailer,41,319
2018,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,31,381
2018,R:8,A. BONIFACIO,15.98,Commercial,Trailer,169,2695
2018,R:9,RIZAL AVE.,15.95,Commercial,Trailer,0,4
2018,R:10,DEL PAN,7.32,Commercial,Trailer,1125,8235
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,100,369
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,62,516
2018,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,6710,21742
2018,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,3128,20673
2018,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,7566,27239
2018,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,2815,30289
2018,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,3730,86082
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,1702,73169
2018,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,3941,45199
2018,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,1233,20338
2018,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,1217,29545
2018,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,4751,36486
2018,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,11597,64245
2018,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,16926,37237
2018,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,2975,33970
2018,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,5752,44462
2018,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,4842,60040
2018,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,893,14271
2018,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,2066,32959
2018,R:10,DEL PAN,7.32,Two/Three-Wheeled,Motorcycle,3883,28426
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,13405,49597
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,4690,39159
2018,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,831,2692
2018,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,213,1411
2018,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,483,1740
2018,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,200,2151
2018,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,1,15
2018,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,0,10
2018,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,35,405
2018,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,28,459
2018,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,1,28
2018,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,1,5
2018,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,122,677
2018,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,757,1666
2018,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,8,94
2018,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,9,67
2018,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,48,589
2018,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,55,882
2018,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,99,1574
2018,R:10,DEL PAN,7.32,Two/Three-Wheeled,Tricycle,339,2483
2018,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,44,164
2018,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,30,249
2017,C:1,RECTO,3.24,Private,Car,6594,21366
2017,C:2,MENDOZA,6.61,Private,Car,7478,49430
2017,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,16569,59647
2017,C:3,ARANETA AVE.,10.76,Private,Car,3746,40306
2017,C:4,EDSA,23.08,Private,Car,10725,247527
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,3097,133171
2017,R:1,ROXAS BLVD.,11.47,Private,Car,10508,120524
2017,R:2,TAFT AVE.,16.5,Private,Car,2216,36558
2017,R:3,SSH,24.27,Private,Car,2694,65381
2017,R:4,SHAW BLVD.,7.68,Private,Car,7244,55632
2017,R:5,ORTIGAS AVE.,5.54,Private,Car,12834,71102
2017,R:6,MAGSAYSAY BLVD.,2.2,Private,Car,25573,56261
2017,R:6,AURORA BLVD.,11.42,Private,Car,3644,41620
2017,R:7,QUEZON AVE.,7.73,Private,Car,14735,113905
2017,R:7,COMMONWEALTH AVE.,12.4,Private,Car,11286,139951
2017,R:8,A. BONIFACIO,15.98,Private,Car,1795,28690
2017,R:9,RIZAL AVE.,15.95,Private,Car,2063,32905
2017,R:10,DEL PAN,7.32,Private,Car,4912,35955
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Private,Car,24402,90287
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Private,Car,3526,29446
2017,C:1,RECTO,3.24,Public,PUJ,4054,13134
2017,C:2,MENDOZA,6.61,Public,PUJ,8,56
2017,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,437,1574
2017,C:3,ARANETA AVE.,10.76,Public,PUJ,181,1945
2017,C:4,EDSA,23.08,Public,PUJ,103,2369
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,21,923
2017,R:1,ROXAS BLVD.,11.47,Public,PUJ,4,42
2017,R:2,TAFT AVE.,16.5,Public,PUJ,736,12152
2017,R:3,SSH,24.27,Public,PUJ,15,353
2017,R:4,SHAW BLVD.,7.68,Public,PUJ,840,6450
2017,R:5,ORTIGAS AVE.,5.54,Public,PUJ,2176,12054
2017,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,2705,5952
2017,R:6,AURORA BLVD.,11.42,Public,PUJ,1288,14707
2017,R:7,QUEZON AVE.,7.73,Public,PUJ,888,6868
2017,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1265,15687
2017,R:8,A. BONIFACIO,15.98,Public,PUJ,231,3695
2017,R:9,RIZAL AVE.,15.95,Public,PUJ,787,12546
2017,R:10,DEL PAN,7.32,Public,PUJ,244,1783
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,3854,14261
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1048,8752
2017,C:1,RECTO,3.24,Public,UV,670,2172
2017,C:2,MENDOZA,6.61,Public,UV,79,519
2017,C:2,PRES. QUIRINO AVE.,3.6,Public,UV,126,454
2017,C:3,ARANETA AVE.,10.76,Public,UV,1,14
2017,C:4,EDSA,23.08,Public,UV,313,7229
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,UV,196,8442
2017,R:1,ROXAS BLVD.,11.47,Public,UV,665,7626
2017,R:2,TAFT AVE.,16.5,Public,UV,802,13236
2017,R:3,SSH,24.27,Public,UV,28,684
2017,R:4,SHAW BLVD.,7.68,Public,UV,455,3496
2017,R:5,ORTIGAS AVE.,5.54,Public,UV,1687,9344
2017,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,27,59
2017,R:6,AURORA BLVD.,11.42,Public,UV,587,6701
2017,R:7,QUEZON AVE.,7.73,Public,UV,1655,12791
2017,R:7,COMMONWEALTH AVE.,12.4,Public,UV,1062,13165
2017,R:8,A. BONIFACIO,15.98,Public,UV,14,222
2017,R:9,RIZAL AVE.,15.95,Public,UV,5,83
2017,R:10,DEL PAN,7.32,Public,UV,25,186
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,1225,4532
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,3,25
2017,C:1,RECTO,3.24,Public,Taxi,1256,4069
2017,C:2,MENDOZA,6.61,Public,Taxi,811,5358
2017,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,1903,6852
2017,C:3,ARANETA AVE.,10.76,Public,Taxi,391,4207
2017,C:4,EDSA,23.08,Public,Taxi,868,20022
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,170,7293
2017,R:1,ROXAS BLVD.,11.47,Public,Taxi,1452,16660
2017,R:2,TAFT AVE.,16.5,Public,Taxi,342,5643
2017,R:3,SSH,24.27,Public,Taxi,274,6650
2017,R:4,SHAW BLVD.,7.68,Public,Taxi,525,4029
2017,R:5,ORTIGAS AVE.,5.54,Public,Taxi,672,3723
2017,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2848,6265
2017,R:6,AURORA BLVD.,11.42,Public,Taxi,459,5245
2017,R:7,QUEZON AVE.,7.73,Public,Taxi,2049,15840
2017,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1161,14400
2017,R:8,A. BONIFACIO,15.98,Public,Taxi,57,908
2017,R:9,RIZAL AVE.,15.95,Public,Taxi,168,2685
2017,R:10,DEL PAN,7.32,Public,Taxi,483,3538
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,1396,5165
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,488,4073
2017,C:1,RECTO,3.24,Public,PUB,168,545
2017,C:2,MENDOZA,6.61,Public,PUB,32,213
2017,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,28,99
2017,C:3,ARANETA AVE.,10.76,Public,PUB,1,6
2017,C:4,EDSA,23.08,Public,PUB,532,12283
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,5,221
2017,R:1,ROXAS BLVD.,11.47,Public,PUB,183,2103
2017,R:2,TAFT AVE.,16.5,Public,PUB,227,3749
2017,R:3,SSH,24.27,Public,PUB,37,892
2017,R:4,SHAW BLVD.,7.68,Public,PUB,14,107
2017,R:5,ORTIGAS AVE.,5.54,Public,PUB,158,877
2017,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,328,722
2017,R:6,AURORA BLVD.,11.42,Public,PUB,5,57
2017,R:7,QUEZON AVE.,7.73,Public,PUB,157,1217
2017,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,442,5475
2017,R:8,A. BONIFACIO,15.98,Public,PUB,93,1494
2017,R:9,RIZAL AVE.,15.95,Public,PUB,31,492
2017,R:10,DEL PAN,7.32,Public,PUB,10,73
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,36,133
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,226,1889
2017,C:1,RECTO,3.24,Commercial,Truck,180,584
2017,C:2,MENDOZA,6.61,Commercial,Truck,772,5102
2017,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,1655,5958
2017,C:3,ARANETA AVE.,10.76,Commercial,Truck,387,4163
2017,C:4,EDSA,23.08,Commercial,Truck,383,8830
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,235,10121
2017,R:1,ROXAS BLVD.,11.47,Commercial,Truck,65,747
2017,R:2,TAFT AVE.,16.5,Commercial,Truck,39,640
2017,R:3,SSH,24.27,Commercial,Truck,214,5182
2017,R:4,SHAW BLVD.,7.68,Commercial,Truck,137,1054
2017,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,908,5029
2017,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1300,2859
2017,R:6,AURORA BLVD.,11.42,Commercial,Truck,322,3674
2017,R:7,QUEZON AVE.,7.73,Commercial,Truck,474,3664
2017,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,631,7822
2017,R:8,A. BONIFACIO,15.98,Commercial,Truck,581,9278
2017,R:9,RIZAL AVE.,15.95,Commercial,Truck,126,2012
2017,R:10,DEL PAN,7.32,Commercial,Truck,777,5686
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1536,5684
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,384,3208
2017,C:1,RECTO,3.24,Commercial,Trailer,1,3
2017,C:2,MENDOZA,6.61,Commercial,Trailer,111,731
2017,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,273,981
2017,C:3,ARANETA AVE.,10.76,Commercial,Trailer,56,607
2017,C:4,EDSA,23.08,Commercial,Trailer,0,2
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,16,680
2017,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,97,1111
2017,R:2,TAFT AVE.,16.5,Commercial,Trailer,1,10
2017,R:3,SSH,24.27,Commercial,Trailer,98,2376
2017,R:4,SHAW BLVD.,7.68,Commercial,Trailer,16,126
2017,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,123,681
2017,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,153,336
2017,R:6,AURORA BLVD.,11.42,Commercial,Trailer,62,712
2017,R:7,QUEZON AVE.,7.73,Commercial,Trailer,32,244
2017,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,42,518
2017,R:8,A. BONIFACIO,15.98,Commercial,Trailer,245,3915
2017,R:9,RIZAL AVE.,15.95,Commercial,Trailer,0,3
2017,R:10,DEL PAN,7.32,Commercial,Trailer,1077,7886
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,111,412
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,61,506
2017,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,6034,19551
2017,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,3326,21983
2017,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,7691,27686
2017,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,2426,26107
2017,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,3009,69438
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,1346,57881
2017,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,3678,42191
2017,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,1093,18028
2017,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,898,21797
2017,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,4001,30724
2017,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,9164,50769
2017,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,13126,28878
2017,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,2243,25614
2017,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,5273,40759
2017,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,6007,74492
2017,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,747,11938
2017,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,1846,29449
2017,R:10,DEL PAN,7.32,Two/Three-Wheeled,Motorcycle,3165,23167
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,11356,42019
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,4174,34852
2017,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,1004,3253
2017,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,149,987
2017,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,519,1867
2017,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,249,2675
2017,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,1,28
2017,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,0,19
2017,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,10,116
2017,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,35,570
2017,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,3,62
2017,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,1,6
2017,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,68,376
2017,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,564,1241
2017,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,28,314
2017,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,6,47
2017,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,98,1210
2017,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,41,650
2017,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,98,1565
2017,R:10,DEL PAN,7.32,Two/Three-Wheeled,Tricycle,275,2011
2017,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,46,169
2017,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,25,206
2016,C:1,RECTO,3.24,Private,Car,8072,26154
2016,C:2,MENDOZA,6.61,Private,Car,7778,51410
2016,C:2,PRES. QUIRINO AVE.,3.6,Private,Car,19810,71317
2016,C:3,ARANETA AVE.,10.76,Private,Car,4057,43654
2016,C:4,EDSA,23.08,Private,Car,12074,278657
2016,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Private,Car,3582,154037
2016,R:1,ROXAS BLVD.,11.47,Private,Car,11653,133664
2016,R:2,TAFT AVE.,16.5,Private,Car,3276,54047
2016,R:3,SSH,24.27,Private,Car,2837,68844
2016,R:4,SHAW BLVD.,7.68,Private,Car,8212,63066
